,Ethnicity,Wikidata URI
/m/01c034,Lao people,http://www.wikidata.org/entity/Q383946
/m/0plpw,Dacians,http://www.wikidata.org/entity/Q212853
/m/0g9zj2_,Tahamí people,http://www.wikidata.org/entity/Q519301
/m/0408s_8,Macedonians in Serbia,http://www.wikidata.org/entity/Q843856
/m/0dv9ff,Cheraw people,http://www.wikidata.org/entity/Q846124
/m/02qwfz9,Madhiban,http://www.wikidata.org/entity/Q848237
/m/01ww_s,Achang people,http://www.wikidata.org/entity/Q849739
/m/071hp5,Cantabri,http://www.wikidata.org/entity/Q855140
/m/09q943,Dongyi,http://www.wikidata.org/entity/Q333910
/m/04cx19x,Koibal people,http://www.wikidata.org/entity/Q339591
/m/0546vb,Raetovari,http://www.wikidata.org/entity/Q356540
/m/02s4j9,Oroch people,http://www.wikidata.org/entity/Q368316
/m/04y482,Ngarrindjeri,http://www.wikidata.org/entity/Q370543
/m/04nhd1,Aeta people,http://www.wikidata.org/entity/Q381898
/m/0hnc0bp,Andaqui people,http://www.wikidata.org/entity/Q388727
/m/013b1,Aimaq people,http://www.wikidata.org/entity/Q405435
/m/01kl66,Macanese,http://www.wikidata.org/entity/Q405487
/m/0fr7sz,Ait Ouriaghel,http://www.wikidata.org/entity/Q410266
/m/05t27_,Kposo people,http://www.wikidata.org/entity/Q420651
/m/04n2k3h,Taurisci,http://www.wikidata.org/entity/Q589858
/m/0cc761m,Shirazi people,http://www.wikidata.org/entity/Q603267
/m/05h6p8,Tanoli,http://www.wikidata.org/entity/Q607788
/m/025djf,Narragansett people,http://www.wikidata.org/entity/Q609726
/m/030246,Kven people,http://www.wikidata.org/entity/Q610315
/m/0j7k237,Sikiana,http://www.wikidata.org/entity/Q3960455
/m/0bhb7w8,Pakistanis in Saudi Arabia,http://www.wikidata.org/entity/Q4116711
/m/02rht1k,Yem people,http://www.wikidata.org/entity/Q4159883
/m/03cgw2v,Yeyi people,http://www.wikidata.org/entity/Q4205797
/m/088vj9,Kawaiisu,http://www.wikidata.org/entity/Q4206785
/m/09gdgst,Scandinavian Canadian,http://www.wikidata.org/entity/Q7429950
/m/017sq0,Eurasian,http://www.wikidata.org/entity/Q7434888
/m/0c01drx,Shaikh of Uttar Pradesh,http://www.wikidata.org/entity/Q7462438
/m/0d0dkq,Sherifi people,http://www.wikidata.org/entity/Q7495004
/m/09chc3,Shivalli Brahmins,http://www.wikidata.org/entity/Q7499316
/m/0ctfq8,Shwai people,http://www.wikidata.org/entity/Q7505815
/m/0d0zmw,Sillok people,http://www.wikidata.org/entity/Q7515406
/m/0gmdqg_,Somalis in Kenya,http://www.wikidata.org/entity/Q7559195
/m/0g5054,somalis in the United Kingdom,http://www.wikidata.org/entity/Q7559200
/m/04lhn7b,South African American,http://www.wikidata.org/entity/Q7565427
/m/047by1w,South African Australian,http://www.wikidata.org/entity/Q7565432
/m/03gt20h,Spanish immigration to Equatorial Guinea,http://www.wikidata.org/entity/Q7573191
/m/041794d,Spanish immigration to Peru,http://www.wikidata.org/entity/Q7573269
/m/0b02bg,Sri Lanka Kaffirs,http://www.wikidata.org/entity/Q7585926
/m/0d8qls,Sri Lankan Americans,http://www.wikidata.org/entity/Q7586018
/m/070jk2,Subu people,http://www.wikidata.org/entity/Q7632277
/m/0d1kl8,Sungor people,http://www.wikidata.org/entity/Q7640240
/m/05c32hp,Swedes with Chilean background,http://www.wikidata.org/entity/Q7654558
/m/03cr527,Swedish Greeks,http://www.wikidata.org/entity/Q7654699
/m/02x3z9m,Swedish Iraqis,http://www.wikidata.org/entity/Q7654727
/m/0nd37dw,Swedish Italians,http://www.wikidata.org/entity/Q7654728
/m/04f3lj9,Swedish Serbs,http://www.wikidata.org/entity/Q7654842
/m/047dghg,Swiss Brazilian,http://www.wikidata.org/entity/Q7658853
/m/012hyrnb,Tea-garden community,http://www.wikidata.org/entity/Q7691052
/m/0gfj6vr,Ingiloy people,http://www.wikidata.org/entity/Q2385630
/m/03n3xn,Qaratay,http://www.wikidata.org/entity/Q2393309
/m/02r11f6,Andi people,http://www.wikidata.org/entity/Q2420428
/m/04lfrm9,Servitka Roma,http://www.wikidata.org/entity/Q2427512
/m/0642dmh,Thracian Bulgarians,http://www.wikidata.org/entity/Q2429420
/m/0cnhsk,Cretan Turks,http://www.wikidata.org/entity/Q2454478
/m/0cxsfx,Maba people,http://www.wikidata.org/entity/Q2455014
/m/0h1byn2,Tushetians,http://www.wikidata.org/entity/Q2461736
/m/047bpkk,Akatek people,http://www.wikidata.org/entity/Q2486217
/m/068ldp,Dargwa people,http://www.wikidata.org/entity/Q274356
/m/046kym,Wyandotte Nation,http://www.wikidata.org/entity/Q277271
/m/043lw8v,Aivilingmiut,http://www.wikidata.org/entity/Q278741
/m/03d61w,Semigallians,http://www.wikidata.org/entity/Q287800
/m/01rldj,Saisiyat people,http://www.wikidata.org/entity/Q333484
/m/0ndj4qy,Nepalis in Portugal,http://www.wikidata.org/entity/Q6994554
/m/0ddftjc,Nepalis in Russia,http://www.wikidata.org/entity/Q6994557
/m/011v668h,Nepalis in the United Kingdom,http://www.wikidata.org/entity/Q6994570
/m/09gfr_2,Ngaju people,http://www.wikidata.org/entity/Q7021886
/m/03c1fmy,Ngizim people,http://www.wikidata.org/entity/Q7022400
/m/0bs5gp7,Non Resident Nepali,http://www.wikidata.org/entity/Q7049107
/m/0gz79p,Oberoi,http://www.wikidata.org/entity/Q7074783
/m/0kbhx0r,Okfuskee,http://www.wikidata.org/entity/Q7081958
/m/0cpbnf,Orakzai,http://www.wikidata.org/entity/Q7099348
/m/08ygkt,Orang Sungai,http://www.wikidata.org/entity/Q7099467
/m/04zxn7f,Pakistanis in Italy,http://www.wikidata.org/entity/Q7125943
/m/0bhc108,Pakistanis in Yemen,http://www.wikidata.org/entity/Q7125964
/m/0cpdrc,Pallar,http://www.wikidata.org/entity/Q7127740
/m/0c3xj8b,Pankhiya,http://www.wikidata.org/entity/Q7131314
/m/06hj6g,Paspahegh,http://www.wikidata.org/entity/Q7142295
/m/09rvx2h,Pathans of Rajasthan,http://www.wikidata.org/entity/Q7144705
/m/0gmf5s2,Pathukudi,http://www.wikidata.org/entity/Q7144862
/m/091195,Peru American,http://www.wikidata.org/entity/Q7171142
/m/03c8821,Poarch Band of Creek Indians,http://www.wikidata.org/entity/Q7206169
/m/03gt7hg,Polish Argentine,http://www.wikidata.org/entity/Q7209867
/m/0j64n3h,Portuguese immigration to Mexico,http://www.wikidata.org/entity/Q7232733
/m/09gk28_,Pushmataha District,http://www.wikidata.org/entity/Q7261823
/m/0ch3sj0,Ramaiya,http://www.wikidata.org/entity/Q7288774
/m/0j_77w5,Rincon Reservation,http://www.wikidata.org/entity/Q7334608
/m/0s8tt9s,Romani people in Canada,http://www.wikidata.org/entity/Q7361475
/m/02vxjk5,Roma in Serbia,http://www.wikidata.org/entity/Q7361508
/m/026c9dq,Chilean American,http://www.wikidata.org/entity/Q7416717
/m/0p8vnnx,Sathio,http://www.wikidata.org/entity/Q7426152
/m/0dlnkbw,Saurashtra people,http://www.wikidata.org/entity/Q7427532
/m/04yg5l1,Japanese expatriates in the Netherlands,http://www.wikidata.org/entity/Q3062083
/m/0bfjm7,Welsh American,http://www.wikidata.org/entity/Q3094841
/m/0ds68,Huarpe people,http://www.wikidata.org/entity/Q3097871
/m/0hr67zp,Holoholo people,http://www.wikidata.org/entity/Q3139488
/m/05x6kj,Irish Newfoundlanders,http://www.wikidata.org/entity/Q3154491
/m/02rfsqt,Yalunka people,http://www.wikidata.org/entity/Q3160743
/m/03ynvwy,Indians in Madagascar,http://www.wikidata.org/entity/Q3192943
/m/021__9,Tututni people,http://www.wikidata.org/entity/Q3205414
/m/0b__l1y,Lele people,http://www.wikidata.org/entity/Q3228970
/m/0dmmpv,Limba people,http://www.wikidata.org/entity/Q3241021
/m/0h3mtzs,Lombards of Sicily,http://www.wikidata.org/entity/Q3258835
/m/05n_5_,Bene Ephraim,http://www.wikidata.org/entity/Q3273120
/m/0gyzb0,Mankanya people,http://www.wikidata.org/entity/Q3285298
/m/047bt62,Lebanese Brazilians,http://www.wikidata.org/entity/Q3300127
/m/0bs2kmp,Chakosi people,http://www.wikidata.org/entity/Q612391
/m/02rx0ny,Apalachicola people,http://www.wikidata.org/entity/Q617376
/m/03gy1g1,Costa Rican American,http://www.wikidata.org/entity/Q617982
/m/08msw7,Russians in Estonia,http://www.wikidata.org/entity/Q621557
/m/01199tsf,Assyrians in Syria,http://www.wikidata.org/entity/Q625826
/m/07w57y,Deceangli,http://www.wikidata.org/entity/Q636729
/m/014zsv,Mon people,http://www.wikidata.org/entity/Q637909
/m/0fj1k9,Sicilian Americans,http://www.wikidata.org/entity/Q7507476
/m/0gtxjzk,Singaporean Canadians,http://www.wikidata.org/entity/Q7523317
/m/0ds6wy_,Singaporeans in India,http://www.wikidata.org/entity/Q7523318
/m/0dhl9r,Skway First Nation,http://www.wikidata.org/entity/Q7537117
/m/04_tz7,Slovene American,http://www.wikidata.org/entity/Q7541693
/m/07s5wll,Soboba Reservation,http://www.wikidata.org/entity/Q7550108
/m/0bwlf9m,Soni,http://www.wikidata.org/entity/Q7561670
/m/06myqt,South Sea Islander,http://www.wikidata.org/entity/Q7568395
/m/02qx9w6,Spaniards in the United Kingdom,http://www.wikidata.org/entity/Q7573111
/m/0gqqyt,Squamish Nation,http://www.wikidata.org/entity/Q7581946
/m/0971rw,Sri Lankan Australian,http://www.wikidata.org/entity/Q7586023
/m/0g9tzvf,Stikine people,http://www.wikidata.org/entity/Q7616930
/m/0ch11qg,Strandloper peoples,http://www.wikidata.org/entity/Q7621290
/m/03cjyg0,Sts'Ailes people,http://www.wikidata.org/entity/Q7626110
/m/04yhgkl,Sudanese American,http://www.wikidata.org/entity/Q7633357
/m/080k24p,Sumas First Nation,http://www.wikidata.org/entity/Q7636976
/m/09gkgwx,Swiss Argentine,http://www.wikidata.org/entity/Q7658845
/m/03cszdr,Tai Bueng,http://www.wikidata.org/entity/Q7675727
/m/030_zj,Tamil Jain,http://www.wikidata.org/entity/Q7681261
/m/0119c0jj,Tanzanians in the United Kingdom,http://www.wikidata.org/entity/Q7684182
/m/0479nd1,Thai Britons,http://www.wikidata.org/entity/Q7709309
/m/07k8q44,Thathera,http://www.wikidata.org/entity/Q7711381
/m/05b084l,Thlopthlocco Tribal Town,http://www.wikidata.org/entity/Q7786588
/m/080pzjz,Tibetan Canadians,http://www.wikidata.org/entity/Q7800410
/m/0bhchvr,Timachi,http://www.wikidata.org/entity/Q7804553
/m/07k8ndp,Tockwogh tribe,http://www.wikidata.org/entity/Q7812036
/m/0bwk2rw,Tompiro Indians,http://www.wikidata.org/entity/Q7820355
/m/04fzzzb,Tubular people,http://www.wikidata.org/entity/Q7850939
/m/0bbtsdq,Atyap people,http://www.wikidata.org/entity/Q4217022
/m/03csxcs,Lamet people,http://www.wikidata.org/entity/Q4253556
/m/0c2nds,Ausones,http://www.wikidata.org/entity/Q4257463
/m/03h54b0,Marka people,http://www.wikidata.org/entity/Q4351953
/m/09yj2k,Rio Pardo people,http://www.wikidata.org/entity/Q4394884
/m/0hgq1ls,Russians in Azerbaijan,http://www.wikidata.org/entity/Q4400585
/m/0117_871,Russians in Georgia,http://www.wikidata.org/entity/Q4400587
/m/03wd_st,Somali Canadians,http://www.wikidata.org/entity/Q4428656
/m/03cbjwy,K'Ho,http://www.wikidata.org/entity/Q4438870
/m/0_83t_t,Tindi people,http://www.wikidata.org/entity/Q4457833
/m/07s3_cq,Titii,http://www.wikidata.org/entity/Q4458350
/m/02q9s8b,African Australian,http://www.wikidata.org/entity/Q4689706
/m/0gzvn0,African emigrants to Italy,http://www.wikidata.org/entity/Q4689999
/m/01pkcr,Adhola people,http://www.wikidata.org/entity/Q4057928
/m/0h65rdq,Azerbaijani Canadians,http://www.wikidata.org/entity/Q4058278
/m/011bq8xy,Armenians in Singapore,http://www.wikidata.org/entity/Q4069699
/m/05226kl,Blaan people,http://www.wikidata.org/entity/Q4086649
/m/09f8p7,Jubur,http://www.wikidata.org/entity/Q4117293
/m/09v6193,Arab Venezuelan,http://www.wikidata.org/entity/Q4118330
/m/0h3rrmp,Yakan people,http://www.wikidata.org/entity/Q4121292
/m/09v6lkf,Volga Cossacks,http://www.wikidata.org/entity/Q4123156
/m/0brzr0l,Shaqaqi,http://www.wikidata.org/entity/Q3674937
/m/0br_l2,Andalusian people,http://www.wikidata.org/entity/Q3777040
/m/080b80,Oxybii,http://www.wikidata.org/entity/Q3781665
/m/09chmw,Filipino people of Spanish ancestry,http://www.wikidata.org/entity/Q3803351
/m/026pns1,Italian Egyptians,http://www.wikidata.org/entity/Q3804351
/m/02vnflj,Italian Peruvian,http://www.wikidata.org/entity/Q3804367
/m/04z_14f,Italian Somalis,http://www.wikidata.org/entity/Q3804372
/m/03gzvk9,Juma people,http://www.wikidata.org/entity/Q3811213
/m/0g904y,Zanaki people,http://www.wikidata.org/entity/Q3813834
/m/03wbn86,Muslim Roma,http://www.wikidata.org/entity/Q3815008
/m/0b6zj8,Ja'alin tribe,http://www.wikidata.org/entity/Q3845157
/m/0117wwdx,Indonesians in Taiwan,http://www.wikidata.org/entity/Q3847003
/m/0108bmzz,Mishar Tatars,http://www.wikidata.org/entity/Q2643116
/m/04f_rlj,Budukh people,http://www.wikidata.org/entity/Q2658415
/m/01hz_5,Melungeon,http://www.wikidata.org/entity/Q2668201
/m/0drcf,Piegan Blackfeet,http://www.wikidata.org/entity/Q2673132
/m/03h13fr,Palikur people,http://www.wikidata.org/entity/Q2712146
/m/05sycg,British Asian,http://www.wikidata.org/entity/Q2722871
/m/025sr_7,Shipibo-Conibo people,http://www.wikidata.org/entity/Q36411
/m/013y54,Han Chinese people,http://www.wikidata.org/entity/Q42740
/m/038nrz,Bodo people,http://www.wikidata.org/entity/Q1266593
/m/0gcmq2,Karenni people,http://www.wikidata.org/entity/Q1267758
/m/05n423,Dusun people,http://www.wikidata.org/entity/Q1267760
/m/07ccw4,Lozi people,http://www.wikidata.org/entity/Q1267805
/m/02mt2_,Gondi people,http://www.wikidata.org/entity/Q1268437
/m/07rf72,Pulayar,http://www.wikidata.org/entity/Q7259270
/m/0ch42p4,Qalandar,http://www.wikidata.org/entity/Q7265944
/m/0h1fncj,Qiang,http://www.wikidata.org/entity/Q7267629
/m/09f6y4,Quamichan,http://www.wikidata.org/entity/Q7268813
/m/028fw3,Hattians,http://www.wikidata.org/entity/Q7322482
/m/0bm9dh8,Royma,http://www.wikidata.org/entity/Q7375228
/m/076zyjj,Sadaat Amroha,http://www.wikidata.org/entity/Q7397470
/m/0hrhjfn,Sanga people,http://www.wikidata.org/entity/Q7417767
/m/0j_3xy5,Santa Ynez Reservation,http://www.wikidata.org/entity/Q7419975
/m/0560d4,Saraswat Brahmin,http://www.wikidata.org/entity/Q7423257
/m/0j24wmz,Scottish-Indian,http://www.wikidata.org/entity/Q7437603
/m/04d_6mb,Scottish Chilean,http://www.wikidata.org/entity/Q7437657
/m/064ln86,Semnani people,http://www.wikidata.org/entity/Q7449720
/m/0265zw4,Seneca-Cayuga Tribe of Oklahoma,http://www.wikidata.org/entity/Q7450261
/m/0dgrw0b,Senga people,http://www.wikidata.org/entity/Q7450527
/m/0cz90hm,Serbs in Italy,http://www.wikidata.org/entity/Q7452997
/m/09rspjh,Afro-Bahamian,http://www.wikidata.org/entity/Q4690166
/m/09c8kp,Afro-Guyanese,http://www.wikidata.org/entity/Q4690182
/m/04y78bp,Afro Iraqis,http://www.wikidata.org/entity/Q4690219
/m/0g9x_x0,Agamudayar,http://www.wikidata.org/entity/Q4691182
/m/04gvs31,Aimol people,http://www.wikidata.org/entity/Q4697177
/m/0j7k3vk,Aizi people,http://www.wikidata.org/entity/Q4699430
/m/064j__j,Algerians in the United Kingdom,http://www.wikidata.org/entity/Q4724108
/m/01194c3l,American settlement in the Philippines,http://www.wikidata.org/entity/Q4745537
/m/0464yz1,American Brazilians,http://www.wikidata.org/entity/Q4745632
/m/02607ms,Americans in Hong Kong,http://www.wikidata.org/entity/Q4745634
/m/043rnlv,Americans in Ireland,http://www.wikidata.org/entity/Q4745636
/m/0ddh0b9,Americans in Qatar,http://www.wikidata.org/entity/Q4745638
/m/0h3xdqv,Chiquitano people,http://www.wikidata.org/entity/Q3312501
/m/0b777y_,Serbs of Slovakia,http://www.wikidata.org/entity/Q3313849
/m/06m2s2,Coelerni,http://www.wikidata.org/entity/Q3326484
/m/06m2vy,Grovii,http://www.wikidata.org/entity/Q3327263
/m/09g68rz,Pankho people,http://www.wikidata.org/entity/Q3362165
/m/026t210,B'nai Moshe,http://www.wikidata.org/entity/Q3394152
/m/07nrfj,Meo Rajput,http://www.wikidata.org/entity/Q3428765
/m/0pzdp,Kyrgyz people,http://www.wikidata.org/entity/Q484479
/m/0j42vzx,Turks in Algeria,http://www.wikidata.org/entity/Q7855498
/m/09gp1xw,Turks in Lebanon,http://www.wikidata.org/entity/Q7855516
/m/0bhbfbv,Turks in Pakistan,http://www.wikidata.org/entity/Q7855523
/m/02rmgb1,Ukit people,http://www.wikidata.org/entity/Q7878322
/m/0bwh60r,Utu Utu Gwaitu Paiute Tribe of the Benton Paiute Reservation,http://www.wikidata.org/entity/Q7903468
/m/047pfvx,Vathima,http://www.wikidata.org/entity/Q7917111
/m/0119w7xs,Vietnamese people in Bulgaria,http://www.wikidata.org/entity/Q7928664
/m/04qb600,Wachapreague people,http://www.wikidata.org/entity/Q7958747
/m/047rxp1,Walgalu people,http://www.wikidata.org/entity/Q7961872
/m/03cnzsg,Welsh Italians,http://www.wikidata.org/entity/Q7981927
/m/0gh82y_,Whilkut,http://www.wikidata.org/entity/Q7993643
/m/06g69v,White people in Zimbabwe,http://www.wikidata.org/entity/Q7995667
/m/09k5xls,Yerington Paiute Tribe of the Yerington Colony and Campbell Ranch,http://www.wikidata.org/entity/Q8052603
/m/0bbv05l,Yugoslav American,http://www.wikidata.org/entity/Q8060365
/m/0d3d8w,Yulu people,http://www.wikidata.org/entity/Q8061005
/m/0268pvf,Iraqi Americans,http://www.wikidata.org/entity/Q9149944
/m/025t1xt,Bactrians,http://www.wikidata.org/entity/Q9288765
/m/04vgvj,Setos,http://www.wikidata.org/entity/Q10113811
/m/088zs,Zulu people,http://www.wikidata.org/entity/Q129962
/m/03cj03w,Uduk people,http://www.wikidata.org/entity/Q133652
/m/0263756,Paliyan,http://www.wikidata.org/entity/Q140396
/m/04gb8k,Zenata,http://www.wikidata.org/entity/Q146076
/m/02ngpf,Mari people,http://www.wikidata.org/entity/Q214361
/m/0fq1n7r,Makoa,http://www.wikidata.org/entity/Q218243
/m/022pg3,Wampanoag people,http://www.wikidata.org/entity/Q1047264
/m/0w32xsf,Chachi people,http://www.wikidata.org/entity/Q1058397
/m/053zwr,Chakma people,http://www.wikidata.org/entity/Q1059355
/m/03c9frr,Chelan people,http://www.wikidata.org/entity/Q1069037
/m/0117gpv3,Russians in Finland,http://www.wikidata.org/entity/Q1071514
/m/01r49c,Cholo,http://www.wikidata.org/entity/Q1075969
/m/04tx14,Andamanese people,http://www.wikidata.org/entity/Q489936
/m/0c_z49,Nicoleño,http://www.wikidata.org/entity/Q490977
/m/0c9157,Nakoda,http://www.wikidata.org/entity/Q492150
/m/01xlcp,Cayuse people,http://www.wikidata.org/entity/Q494691
/m/07q6cg,Coushatta,http://www.wikidata.org/entity/Q494699
/m/03ck8x,Arab Christians,http://www.wikidata.org/entity/Q431164
/m/0767dv,Ambrones,http://www.wikidata.org/entity/Q459098
/m/0gc_fr,Matumbi people,http://www.wikidata.org/entity/Q472597
/m/09gp4,Belarusians,http://www.wikidata.org/entity/Q483569
/m/051zs63,Nahani,http://www.wikidata.org/entity/Q6959182
/m/02rwmrj,Nashaway people,http://www.wikidata.org/entity/Q6966832
/m/04zx_cc,Naumkeag people,http://www.wikidata.org/entity/Q6981254
/m/0glp5fx,Nepalis in Kuwait,http://www.wikidata.org/entity/Q6994543
/m/0bvjpj,Nigerian American,http://www.wikidata.org/entity/Q7032863
/m/01188x7v,North African Americans,http://www.wikidata.org/entity/Q7053671
/m/0cm8s7v,Northern Utina,http://www.wikidata.org/entity/Q7059106
/m/0b759lq,Norwegian South African,http://www.wikidata.org/entity/Q7061268
/m/042q_j,Nuaulu,http://www.wikidata.org/entity/Q7067814
/m/0gcnqw,Nyiha people,http://www.wikidata.org/entity/Q7071112
/m/0kbgcsv,Okchai,http://www.wikidata.org/entity/Q7081875
/m/064nf8f,Pakistani community of London,http://www.wikidata.org/entity/Q7125816
/m/05zpjg9,Pakistanis in Afghanistan,http://www.wikidata.org/entity/Q7125930
/m/04q6x8m,Pakistanis in Libya,http://www.wikidata.org/entity/Q7125949
/m/051vvjh,Pakistanis in Singapore,http://www.wikidata.org/entity/Q7125957
/m/0kvgffz,Person County Indians,http://www.wikidata.org/entity/Q7170439
/m/05ysncz,peruvian brazilian,http://www.wikidata.org/entity/Q7171144
/m/0ngtmxm,Picayune Rancheria of Chukchansi Indians,http://www.wikidata.org/entity/Q7190546
/m/0gffkpn,Pit River Tribe,http://www.wikidata.org/entity/Q7198563
/m/0f8nnq,Pnar people,http://www.wikidata.org/entity/Q7205945
/m/07_3w_,Pondo people,http://www.wikidata.org/entity/Q7227736
/m/04npf5,Porohanon people,http://www.wikidata.org/entity/Q7230263
/m/07s7s4t,Portuguese Argentine,http://www.wikidata.org/entity/Q7232605
/m/02vky9w,Portuguese Mozambicans,http://www.wikidata.org/entity/Q7232666
/m/0gkxl2,Stateside Puerto Ricans,http://www.wikidata.org/entity/Q7258666
/m/0bkj2m,Chứt people,http://www.wikidata.org/entity/Q72486
/m/0bs8xb,Afro-Germans,http://www.wikidata.org/entity/Q86735
/m/0j_41_f,Ione Band of Miwok Indians,http://www.wikidata.org/entity/Q6063549
/m/04y9n2r,Iranians in Spain,http://www.wikidata.org/entity/Q6067536
/m/02x4wr_,Iraqis in Lebanon,http://www.wikidata.org/entity/Q6068199
/m/01c7jk,Power to the people,http://www.wikidata.org/entity/Q6081296
/m/04jh71t,Japanese Cuban,http://www.wikidata.org/entity/Q6158162
/m/0drzqnx,Japanese people in Sri Lanka,http://www.wikidata.org/entity/Q6158937
/m/0118mt3n,Japanese people in South Africa,http://www.wikidata.org/entity/Q6158939
/m/07k6tk9,Jogi Faqir,http://www.wikidata.org/entity/Q6214782
/m/03gt_5p,Jordanian Australian,http://www.wikidata.org/entity/Q6277233
